	Date	Init.	W.L [cm]	Board	Flow [l/s]	X-Sec.	Weed	Quality	Width [m]	Mean dept. [m]	Max.Dep. [m]	Hyd.Rad. [m]	V/R(2/3)	Mean. Vel. [m/s]	Max. Vel. [m/s]	Flow. Area [m²]	Wet Perim. [m]	Temp.  [C]	Comment
"516"	"31.07.1987 10:46"	"KHL"	4750,1	2	1060,0	1	"3-4"	""	9,90	0,46	0,69	0,45	0,40	0,23	0,47	4,55	10,06		""
"517"	"29.06.1987 09:38"	"KBA"	4756,4	2	1869,5	1	"2"	""	10,15	0,51	0,74	0,50	0,57	0,36	0,55	5,20	10,45		""
"518"	"04.06.1987 10:48"	"KHL"	4744,1	2	1422,5	1	"1"	""	9,60	0,44	0,67	0,44	0,58	0,33	0,53	4,26	9,75		""
"519"	"04.05.1987 09:27"	"KBA"	4738,1	2	1633,8	1	"0-1"	""	9,75	0,40	0,62	0,40	0,77	0,42	0,58	3,92	9,88		""
"520"	"26.03.1987 09:32"	"KBA"	4770,0	2	5277,2	1	"0-1"	""	10,40	0,69	0,95	0,66	0,97	0,73	0,93	7,18	10,86		""
"521"	"10.02.1987 10:45"	"KHL"	4764,0	2	4350,1	1	"0-1"	""	9,80	0,67	0,91	0,63	0,89	0,66	0,90	6,61	10,43		""
"522"	"04.12.1986 08:30"	"KBA"		0	4261,1	1	"0-1"	""	9,85	0,76	0,98	0,70	0,72	0,57	0,84	7,44	10,58		""
"523"	"22.10.1986 10:50"	"KHL"	4757,6	2	1873,8	1	"3"	""	9,75	0,57	0,79	0,55	0,50	0,34	0,57	5,57	10,19		""
"524"	"23.09.1986 09:35"	"KBA"	4741,5	2	1110,0	1	"3-4"	""	9,60	0,41	0,64	0,41	0,51	0,28	0,45	3,97	9,73		""
"525"	"27.08.1986 09:45"	"KHL"	4749,8	2	1053,3	1	"3-4"	""	9,70	0,47	0,69	0,46	0,39	0,23	0,41	4,55	9,94		""
"526"	"04.08.1986 09:00"	"KHL"	4741,2	2	931,8	1	"3"	""	9,60	0,42	0,64	0,41	0,42	0,23	0,44	4,03	9,73		""
"527"	"03.07.1986 09:11"	"KBA"	4737,0	2	1004,8	1	"2"	""	9,45	0,40	0,64	0,40	0,49	0,26	0,54	3,80	9,57		""
"528"	"04.06.1986 09:45"	"KBA"	4749,9	2	1710,4	1	"3"	""	9,90	0,47	0,68	0,46	0,61	0,36	0,58	4,69	10,16		""
"529"	"06.05.1986 09:10"	"KBA"	4738,3	2	1791,6	1	"1"	""	9,80	0,40	0,61	0,39	0,85	0,46	0,65	3,92	9,92		""
"530"	"17.03.1986 09:38"	"KBA"	4739,0	2	2051,9	1	"0-1"	""	9,70	0,43	0,64	0,42	0,87	0,49	0,66	4,20	9,90		""
"531"	"28.01.1986 09:38"	"KBA"	4777,3	2	6273,8	1	"0"	""	10,75	0,76	1,01	0,72	0,95	0,76	1,02	8,21	11,40		""
"532"	"17.12.1985 10:19"	"KBA"	4793,1	2	7693,9	2	"0-1"	""	7,45	0,81	1,05	0,73	1,58	1,28	1,55	6,02	8,29		""
"533"	"30.10.1985 09:25"	"KBA"	4744,4	2	1804,9	1	"2-3"	""	10,05	0,44	0,65	0,44	0,70	0,40	0,59	4,47	10,21		""
"534"	"01.10.1985 09:48"	"KBA"	4748,0	2	2108,2	1	"2-3"	""	10,10	0,48	0,70	0,47	0,73	0,44	0,63	4,80	10,30		""
"535"	"02.09.1985 09:42"	"KBA"	4743,0	2	1849,7	1	"3"	""	10,10	0,44	0,63	0,43	0,74	0,42	0,61	4,40	10,26		""
"536"	"08.08.1985 10:34"	"KBA"	4743,1	2	1659,1	1	"3"	""	9,90	0,44	0,65	0,43	0,67	0,38	0,53	4,33	10,09		""
"537"	"03.07.1985 14:15"	"KBA"	4733,2	2	1344,9	1	"1"	""	9,65	0,38	0,56	0,37	0,71	0,37	0,55	3,65	9,75		""
"538"	"14.06.1985 09:35"	"KBA"	4742,7	2	1673,7	1	"1-2"	""	9,95	0,42	0,62	0,41	0,72	0,40	0,56	4,20	10,13		""
"539"	"15.05.1985 09:29"	"KBA"	4736,8	2	2019,8	1	"0-1"	""	9,75	0,41	0,60	0,41	0,90	0,50	0,67	4,05	9,87		""
"540"	"16.04.1985 09:28"	"KBA"	4749,3	2	3549,2	1	"0"	""	10,25	0,53	0,75	0,52	1,00	0,65	0,85	5,48	10,49		""
"541"	"06.03.1985 09:35"	"KBA"	4750,6	2	3689,2	1	"0"	""	10,25	0,54	0,76	0,53	1,02	0,66	0,90	5,55	10,51		""
"542"	"15.01.1985 09:47"	"KBA"	4734,5	2	1642,4	1	"0"	""	9,60	0,39	0,60	0,39	0,81	0,43	0,60	3,79	9,72		"IS I KANTERNE"
"543"	"15.11.1984 09:27"	"KBA"	4751,1	2	2588,4	1	"0-1"	""	10,20	0,49	0,69	0,48	0,84	0,52	0,71	5,02	10,40		""
"544"	"04.10.1984 09:37"	"KBA"	4754,7	2	2271,1	1	"3"	""	10,20	0,53	0,74	0,52	0,65	0,42	0,67	5,39	10,44		""
"545"	"03.09.1984 09:25"	"KBA"	4738,8	2	1110,0	1	"4"	""	9,80	0,37	0,57	0,37	0,59	0,30	0,45	3,66	9,89		""
"546"	"06.08.1984 09:18"	"KBA"	4759,3	2	1440,4	1	"4"	""	10,25	0,53	0,75	0,52	0,41	0,26	0,40	5,46	10,47		""
"547"	"02.07.1984 09:24"	"KBA"	4766,9	2	1172,9	1	"4"	""	10,70	0,58	0,83	0,56	0,28	0,19	0,34	6,20	11,03		""
"548"	"07.06.1984 09:38"	"KBA"	4761,9	2	1869,3	1	"2"	""	10,60	0,54	0,78	0,53	0,50	0,32	0,54	5,75	10,84		""
"549"	"09.05.1984 09:35"	"KBA"	4744,2	2	1551,9	1	"1"	""	9,60	0,42	0,63	0,41	0,70	0,39	0,57	4,00	9,75		""
"550"	"05.04.1984 09:24"	"KBA"	4756,5	3	3168,2	1	"0-1"	""	10,20	0,54	0,78	0,53	0,88	0,57	0,78	5,53	10,44		""
"551"	"22.02.1984 09:39"	"KBA"	4754,0	3	2779,1	1	"0-1"	""	10,10	0,52	0,73	0,51	0,83	0,53	0,73	5,24	10,30		""
"552"	"05.01.1984 09:26"	"KBA"	4794,7	3	7858,7	2	"0-1"	""	7,80	0,83	1,09	0,75	1,47	1,21	1,55	6,47	8,63		""
"553"	"24.11.1983 09:37"	"KBA"		0	1841,2	1	"1"	""	9,95	0,46	0,67	0,45	0,69	0,41	0,61	4,54	10,10		""
"554"	"11.10.1983 09:35"	"KBA"	4766,0	3	2803,5	1	"1"	""	10,65	0,59	0,84	0,57	0,65	0,45	0,68	6,26	10,95		"VANDSTAND 0.735 M P+ SKALA 2 NS RM"
"555"	"08.09.1983 09:30"	"KBA"	4744,0	1	1255,8	1	"2"	""	9,30	0,40	0,59	0,40	0,62	0,34	0,51	3,73	9,42		""
"556"	"02.08.1983 11:00"	"KBA"	4748,4	1	1177,5	1	"1"	""	9,30	0,43	0,62	0,43	0,52	0,29	0,41	4,03	9,46		""
"557"	"06.07.1983 09:31"	"KBA"	4750,4	1	1432,9	1	"3"	""	9,60	0,46	0,67	0,45	0,55	0,32	0,48	4,41	9,75		"GRØDESKÆRING NS RM"
"558"	"09.06.1983 09:13"	"KBA"	4756,8	1	2586,4	1	"1"	""	10,05	0,50	0,72	0,49	0,84	0,52	0,73	4,98	10,24		""
"559"	"09.05.1983 09:25"	"KBA"	4767,7	1	4164,2	1	"0-1"	""	10,90	0,59	0,83	0,57	0,94	0,65	0,87	6,40	11,14		""
"560"	"12.04.1983 09:27"	"KBA"	4768,9	1	4539,0	1	"0-1"	""	10,80	0,60	0,85	0,59	0,99	0,70	0,90	6,53	11,06		""
"561"	"22.02.1983 09:32"	"KBA"	4749,6	1	2495,8	1	"0-1"	""	9,95	0,45	0,65	0,44	0,96	0,56	0,74	4,48	10,16		""
"562"	"13.01.1983 09:21"	"KBA"	4769,0	1	4467,4	1	"0-1"	""	10,85	0,61	0,86	0,59	0,96	0,68	0,88	6,58	11,10		""
"563"	"22.11.1982 09:36"	"KBA"	4793,6	1	6921,0	2	"0-1"	""	7,60	0,77	1,03	0,70	1,51	1,19	1,51	5,82	8,34		""
"564"	"06.10.1982 09:52"	"KBA"	4745,3	1	1524,5	1	"1-2"	""	9,65	0,42	0,62	0,41	0,68	0,38	0,60	4,04	9,80		""
"565"	"09.09.1982 10:00"	"KBA"	4745,4	2	1941,4	1	"1"	""	10,00	0,45	0,66	0,44	0,75	0,43	0,67	4,47	10,13		""
"566"	"16.08.1982 09:39"	"KBA"	4758,3	2	1500,0	1	"2"	""	10,50	0,51	0,75	0,50	0,44	0,28	0,45	5,35	10,66		""
"567"	"27.07.1982 10:50"	"VLA"	4739,8	2	966,2	0	""	""	8,80	0,34	0,49	0,33	0,68	0,33	0,48	2,96	8,89		"SYNKRONM+LING"
"568"	"08.07.1982 09:09"	"KBA"	4745,8	2	1302,9	1	"0-1"	""	9,85	0,43	0,64	0,42	0,54	0,31	0,47	4,24	9,99		"SKALA 1 ER FJERNET"
"569"	"16.06.1982 10:11"	"KBA"	4748,9	2	1187,1	1	"2-3"	""	10,10	0,42	0,63	0,42	0,50	0,28	0,44	4,25	10,23		""
"570"	"19.05.1982 09:35"	"KBA"	4749,9	2	2372,0	1	"1"	""	10,05	0,42	0,64	0,42	1,00	0,56	0,73	4,26	10,18		""
"571"	"14.04.1982 09:37"	"KBA"	4738,7	2	1934,0	1	"0-1"	""	9,75	0,40	0,60	0,39	0,93	0,50	0,65	3,88	9,86		"NEDSTIK FIX A= 1.685M"
"572"	"03.03.1982 09:33"	"KBA"	4756,1	2	3752,4	1	"0"	""	10,40	0,49	0,74	0,49	1,18	0,73	0,92	5,15	10,56		""
"573"	"20.01.1982 09:48"	"KBA"	4743,1	2	1952,4	1	"0"	""	9,60	0,38	0,57	0,38	1,02	0,53	0,70	3,66	9,71		"IS LANGS SIDERNE"
"574"	"09.12.1981 09:44"	"KBA"	4768,6	2	3477,4	1	"0-1"	""	11,05	0,55	0,83	0,54	0,87	0,57	0,77	6,07	11,25		""
"575"	"02.11.1981 10:13"	"KBA"	4800,3	2	5867,9	2	"1"	""	9,40	0,85	1,07	0,75	0,89	0,74	1,12	7,97	10,60		""
"576"	"28.09.1981 09:30"	"KBA"	4758,1	2	1818,1	1	"3"	""	10,40	0,48	0,70	0,47	0,60	0,36	0,53	5,01	10,55		""
"577"	"26.08.1981 12:34"	"KBA"	4761,1	2	2689,3	1	"3"	""	10,70	0,54	0,77	0,53	0,71	0,47	0,74	5,75	10,87		""
"578"	"22.07.1981 12:43"	"KBA"	4748,6	1	1597,8	1	"3"	""	9,90	0,43	0,63	0,42	0,67	0,38	0,54	4,22	10,03		""
"579"	"23.06.1981 09:40"	"KBA"	4761,6	1	1618,7	1	"3"	""	10,50	0,53	0,75	0,52	0,44	0,29	0,45	5,61	10,69		""
"580"	"09.06.1981 09:45"	"VLA"	4755,1	1	1572,7	1	"2"	""	10,25	0,45	0,64	0,44	0,59	0,34	0,53	4,58	10,40		""
"581"	"01.06.1981 09:51"	"KBA"	4759,1	1	2470,1	1	"2-3"	""	10,40	0,52	0,73	0,51	0,72	0,46	0,65	5,40	10,61		""
"582"	"06.05.1981 09:27"	"KBA"	4741,1	1	1930,9	1	"1"	""	9,80	0,39	0,58	0,39	0,94	0,50	0,69	3,86	9,91		""
"583"	"30.03.1981 09:16"	"KBA"	4768,8	1	4857,3	1	"0-1"	""	10,60	0,62	0,90	0,60	1,04	0,74	0,96	6,54	10,87		""
"584"	"23.02.1981 09:33"	"KBA"	4754,5	1	2791,4	1	"0-1"	""	10,20	0,49	0,72	0,49	0,90	0,55	0,76	5,04	10,37		""
"585"	"13.01.1981 09:23"	"KBA"	4781,5	1	5567,4	1	"0-1"	""	10,80	0,71	0,96	0,68	0,93	0,72	0,92	7,69	11,28		""
"586"	"04.12.1980 10:15"	"KBA"	4814,5	1	9127,5	2	"1"	""	9,20	0,93	1,20	0,81	1,22	1,06	1,46	8,57	10,52		""
"587"	"27.10.1980 09:30"	"KBA"	4799,5	1	6177,2	2	"2"	""	9,55	0,81	1,13	0,74	0,98	0,80	1,13	7,72	10,44		""
"588"	"29.09.1980 09:26"	"KBA"	4751,5	1	1853,8	1	"4-5"	""	10,00	0,44	0,64	0,43	0,74	0,42	0,56	4,39	10,18		""
"589"	"01.09.1980 09:45"	"KBA"	4776,0	1	3192,7	1	"4"	""	10,60	0,63	0,84	0,61	0,66	0,47	0,64	6,73	10,96		""
"590"	"05.08.1980 10:19"	"KBA"	4764,4	1	2204,9	1	"4"	""	10,30	0,54	0,72	0,52	0,61	0,40	0,55	5,56	10,65		""
"591"	"25.06.1980 09:10"	"KBA"	4798,4	1	4231,5	2	"3"	""	9,60	0,78	1,04	0,71	0,71	0,56	0,79	7,50	10,49		""
"592"	"10.06.1980 09:34"	"KBA"	4750,9	1	1171,6	1	"5"	""	9,60	0,46	0,70	0,45	0,45	0,26	0,40	4,42	9,83		""
"593"	"13.05.1980 09:08"	"KBA"	4737,9	1	1389,0	1	"3"	""	9,30	0,35	0,58	0,34	0,87	0,43	0,64	3,24	9,41		""
"594"	"01.04.1980 10:20"	"KBA"	4757,4	1	3599,2	1	"1-2"	""	9,70	0,55	0,76	0,53	1,04	0,68	0,86	5,31	10,10		""
"595"	"19.02.1980 09:50"	"KBA"	4767,9	1	4602,7	1	"1"	""	10,10	0,62	0,89	0,59	1,06	0,74	0,93	6,21	10,62		""
"596"	"08.01.1980 10:40"	"GAM"	4756,3	1	3076,3	1	"1"	""	9,90	0,57	0,83	0,55	0,82	0,55	0,71	5,61	10,20		""
"597"	"22.11.1979 10:50"	"GAM"	4764,3	1	2660,5	1	"4"	""	10,10	0,62	0,89	0,60	0,59	0,42	0,61	6,28	10,40		""
"598"	"18.10.1979 10:30"	"GAM"	4752,8	1	1606,7	1	"5"	""	9,60	0,53	0,75	0,52	0,49	0,32	0,56	5,07	9,82		""
"599"	"20.09.1979 11:20"	"GAM"	4742,8	1	1292,3	1	"4"	""	8,90	0,47	0,66	0,46	0,52	0,31	0,62	4,17	9,11		""
"600"	"28.08.1979 13:10"	"GAM"	4737,3	1	1150,9	1	"4"	""	8,90	0,41	0,61	0,41	0,57	0,31	0,54	3,68	9,06		""
"601"	"18.07.1979 11:20"	"GAM"	4737,2	1	1051,8	1	"4"	""	8,80	0,40	0,58	0,40	0,55	0,30	0,44	3,54	8,96		""
"602"	"14.05.1979 12:30"	"GAM"	4738,2	1	2258,0	1	"1"	""	9,30	0,40	0,58	0,40	1,12	0,60	0,80	3,74	9,46		""
"603"	"11.04.1979 10:50"	"GAM"	4749,2	1	3158,2	1	"1"	""	9,70	0,54	0,77	0,53	0,92	0,60	0,74	5,24	9,95		""
"604"	"08.03.1979 11:10"	"GAM"	4810,2	1	10857,0	0	"1"	""	9,20	0,93	1,18	0,82	1,45	1,27	1,73	8,56	10,46		"BROINDLØB"
"605"	"07.02.1979 10:55"	"GAM"	4741,2	1	2005,6	1	"1"	""	8,90	0,46	0,67	0,45	0,84	0,49	0,68	4,09	9,11		"IS I KANTERNE"
"606"	"12.12.1978 11:20"	"GAM"	4771,1	1	3327,3	1	"1"	""	9,90	0,70	0,93	0,66	0,64	0,48	0,65	6,89	10,41		""
"607"	"15.11.1978 10:55"	"GAM"	4752,6	1	1637,2	1	"3"	""	9,40	0,53	0,76	0,52	0,51	0,33	0,47	5,02	9,68		""
"608"	"12.10.1978 11:10"	"GAM"	4754,1	1	2074,9	1	"2"	""	9,50	0,56	0,79	0,54	0,59	0,39	0,59	5,32	9,84		""
"609"	"06.09.1978 13:40"	"GAM"	4730,1	1	1036,1	1	"2"	""	8,70	0,37	0,56	0,37	0,62	0,32	0,49	3,24	8,82		""
"610"	"03.08.1978 10:00"	"EG"	4746,0	1	1040,9	1	"2"	""	9,20	0,47	0,70	0,46	0,41	0,24	0,38	4,28	9,40		""
"611"	"05.07.1978 10:55"	"JHJ"	4741,0	1	1677,0	1	"2"	""	9,00	0,37	0,56	0,36	1,00	0,51	0,77	3,30	9,11		""
"612"	"06.06.1978 14:10"	"GAM"	4740,0	1	1142,3	1	"2"	""	9,00	0,44	0,63	0,43	0,51	0,29	0,43	3,92	9,18		""
"613"	"27.04.1978 14:35"	"GAM"	4734,5	1	1822,7	1	"1"	""	9,00	0,42	0,61	0,41	0,87	0,48	0,64	3,78	9,17		""
"614"	"09.03.1978 12:10"	"GAM"	4776,0	1	6405,6	0	"1"	""	8,70	0,67	0,84	0,63	1,49	1,09	1,54	5,86	9,30		"BROINDLØB"
"615"	"06.02.1978 11:05"	"GAM"	4748,0	1	2616,5	1	"1"	""	9,30	0,52	0,70	0,51	0,85	0,54	0,75	4,83	9,55		""
"616"	"10.01.1978 13:10"	"GAM"	4766,0	1	3970,5	1	"1"	""	9,90	0,62	0,80	0,60	0,91	0,65	1,06	6,13	10,23		""
"617"	"13.12.1977 09:20"	"GAM"	4764,5	1	3038,7	1	"1"	""	9,50	0,65	0,85	0,62	0,68	0,49	0,70	6,19	10,05		""
"618"	"08.11.1977 09:25"	"GAM"	4755,0	1	1600,0	1	"3"	""	9,35	0,55	0,79	0,54	0,47	0,31	0,59	5,18	9,63		""
"619"	"11.10.1977 11:05"	"GAM"	4741,5	1	1401,0	1	"3"	""	9,00	0,41	0,60	0,41	0,69	0,38	0,56	3,71	9,14		""
"620"	"05.09.1977 15:00"	"GAM"	4728,5	1	1013,7	1	"3"	""	8,30	0,34	0,48	0,34	0,73	0,35	0,53	2,86	8,43		""
"621"	"02.08.1977 10:45"	"GAM"	4734,0	1	988,5	1	"2"	""	9,20	0,32	0,44	0,31	0,72	0,33	0,58	2,97	9,44		""
"622"	"06.07.1977 14:50"	"ONC"	4730,0	1	945,0	0	"4"	""	6,90	0,33	0,45	0,32	0,87	0,41	0,60	2,31	7,15		"3M OS RM"
"623"	"21.06.1977 09:10"	"GAM"	4754,5	1	1004,7	1	"4"	""	9,05	0,54	0,75	0,52	0,32	0,21	0,34	4,87	9,40		""
"624"	"26.05.1977 11:05"	"GAM"	4739,0	1	1501,6	1	"3"	""	8,60	0,45	0,64	0,44	0,68	0,39	0,59	3,85	8,84		""
"625"	"27.04.1977 13:40"	"GAM"	4769,0	1	4970,7	1	"1"	""	9,45	0,73	0,97	0,69	0,92	0,72	0,90	6,91	10,06		""
"626"	"21.03.1977 14:00"	"GAM"	4750,0	1	3260,9	1	"1"	""	9,10	0,54	0,72	0,52	1,04	0,67	0,85	4,88	9,48		""
"627"	"09.02.1977 10:40"	"GAM"	4788,0	1	7680,6	0	"1"	""	9,00	0,75	0,93	0,69	1,47	1,14	1,60	6,73	9,80		"BROINDLØB"
"628"	"06.01.1977 09:25"	"GAM"	4738,0	1	1902,1	1	"1"	""	8,35	0,44	0,61	0,42	0,92	0,52	0,72	3,66	8,66		""
"629"	"24.11.1976 09:40"	"GAM"	4730,0	1	1159,0	1	"1"	""	8,20	0,35	0,51	0,34	0,83	0,41	0,58	2,85	8,33		""
"630"	"14.10.1976 13:20"	"GAM"	4750,0	1	2097,4	1	"0"	""	9,10	0,46	0,65	0,45	0,85	0,50	0,70	4,21	9,35		""
"631"	"14.09.1976 13:30"	"GAM"	4730,0	1	1019,5	1	"1"	""	8,30	0,34	0,51	0,34	0,74	0,36	0,56	2,85	8,43		""
"632"	"19.08.1976 08:55"	"GAM"	4745,0	1	741,7	1	"1"	""	8,70	0,40	0,58	0,39	0,40	0,21	0,30	3,47	8,90		""
"633"	"15.07.1976 14:10"	"MDN"		0	734,0	0	"3"	""	10,00	0,30	0,35	0,29	0,56	0,25	0,38	2,96	10,14		"50M NS BRO"
"634"	"22.06.1976 09:55"	"GAM"	4750,0	1	1021,8	1	"1"	""	9,11	0,45	0,63	0,44	0,42	0,25	0,40	4,13	9,28		""
"635"	"01.06.1976 09:50"	"EG"	4742,0	1	1430,3	1	"0"	""	8,95	0,39	0,55	0,39	0,77	0,41	0,57	3,50	9,08		""
"636"	"03.05.1976 11:00"	"GAM"	4734,0	1	1443,8	1	"0"	""	8,50	0,34	0,49	0,34	1,02	0,50	0,69	2,91	8,60		""
"637"	"30.03.1976 13:15"	"GAM"	4738,0	1	2066,0	1	"0"	""	8,90	0,38	0,57	0,37	1,19	0,62	0,77	3,36	9,05		""
"638"	"24.02.1976 10:50"	"GAM"	4734,0	1	1714,5	1	"0"	""	8,45	0,34	0,49	0,34	1,21	0,59	0,73	2,91	8,58		""
"639"	"28.01.1976 11:20"	"GAM"	4747,0	1	2687,7	1	"0"	""	9,30	0,45	0,64	0,44	1,11	0,64	0,83	4,19	9,46		""
"640"	"09.12.1975 14:20"	"GAM"	4747,0	1	2048,0	1	"0"	""	9,21	0,43	0,63	0,42	0,91	0,51	0,70	3,98	9,39		""
"641"	"29.09.1975 14:35"	"GAM"	4741,0	1	1191,5	0	"2"	""	8,96	0,37	0,53	0,37	0,69	0,36	0,50	3,36	9,11		""
"642"	"26.08.1975 11:20"	"GAM"	4733,0	1	926,4	0	"2"	""	8,65	0,31	0,47	0,31	0,77	0,35	0,55	2,66	8,73		"20M OS BRO"
"643"	"13.08.1975 12:42"	"LK"	4740,0	1	798,1	0	"4"	""	9,40	0,34	0,49	0,33	0,52	0,25	0,38	3,21	9,60		"16M OS BRO          GRQDES. O.S. BRO"
"644"	"10.07.1975 11:36"	"LK"	4728,0	1	846,9	0	"3"	""	8,30	0,27	0,40	0,26	0,93	0,38	0,59	2,20	8,37		"16M OS BRO"
"645"	"02.06.1975 11:30"	"GAM"	4735,0	1	1177,7	0	"2"	""	8,50	0,33	0,46	0,33	0,89	0,42	0,54	2,81	8,63		"20 M OS BRO"
"646"	"16.04.1975 09:15"	"GAM"	4758,0	1	4110,1	0	"0"	""	9,30	0,56	0,75	0,54	1,19	0,79	0,95	5,18	9,55		"20 M OS BRO"
"647"	"03.03.1975 09:35"	"GAM"	4742,5	1	2641,7	0	"0"	""	8,80	0,43	0,61	0,42	1,22	0,69	0,87	3,83	9,00		"20 M OS BRO"
"648"	"22.04.1949 00:00"	""	4738,0	10	1800,0	0	""	"God"											"mex"
"649"	"19.01.1949 00:00"	""	4771,0	10	5230,0	0	""	"God"											"mex"
"650"	"15.10.1947 00:00"	""	4733,0	10	1100,0	0	""	"God"											"mex"
"651"	"18.08.1947 00:00"	""	4727,0	10	800,0	0	""	"God"											"mex"
"652"	"13.06.1947 13:00"	""	4731,0	10	1225,0	0	""	"God"											"mex"
"653"	"15.04.1947 13:00"	""	4748,0	10	3230,0	0	""	"God"											"mex"
"654"	"16.10.1946 13:00"	""	4763,0	10	2400,0	0	""	"God"											"mex"
"655"	"30.08.1946 13:00"	""	4752,0	10	1090,0	0	""	"God"											"mex"
"656"	"31.05.1946 13:00"	""	4745,0	10	1370,0	0	""	"God"											"mex"
"657"	"27.03.1946 13:00"	""	4768,0	10	4880,0	0	""	"God"											"mex"
"658"	"23.10.1945 13:00"	""	4759,0	10	1730,0	0	"2"	"God"											"mex"
"659"	"14.09.1945 13:00"	""	4758,0	10	1420,0	0	""	"God"											"mex"
"660"	"08.06.1945 13:00"	""	4737,0	10	1350,0	0	"2"	"God"											"mex"
"661"	"19.09.1939 00:00"	""	4736,3	10	1335,0	0	"0,5-"	"God"											"mex"
"662"	"17.06.1939 00:00"	""	4728,8	10	1185,0	0	"1-1,"	"God"											"mex"
"663"	"09.05.1939 00:00"	""	4731,4	10	1335,0	0	""	"God"											"mex"
"664"	"08.03.1933 00:00"	""	4809,2	10	7825,0	0	"0,5"	"God"											"mex"
"665"	"08.03.1932 00:00"	""	4744,5	10	1300,0	0	"0,5"	"God"											"mex"
"666"	"31.03.1931 00:00"	""	4768,3	10	3730,0	0	"0"	"God"											"mex"
"667"	"25.11.1930 00:00"	""	4796,9	10	4950,0	0	"1-1,"	"God"											"mex"
"668"	"25.03.1930 00:00"	""	4749,6	10	2175,0	0	"0-1"	"God"											"mex"
"669"	"10.12.1929 14:00"	"LJE"	4798,2	10	6120,0	0	""	"God"											"mex"
"670"	"29.10.1929 13:00"	"LJE"	4746,2	10	1295,0	0	"1,5"	"God"											"mex"
"671"	"10.06.1929 14:00"	"LJE"	4738,3	10	1222,0	0	""	"God"											"mes  meget snavset vand"
"672"	"23.04.1929 11:30"	"LJE"	4743,8	10	1840,0	0	"0,5"	"God"											"mex"
"673"	"31.10.1928 14:00"	"LJE"	4761,0	10	1852,0	0	"2,5"	"God"											"mex"
"674"	"18.09.1928 13:00"	"LJE"	4746,5	10	1012,0	0	"3"	"God"											"mex  stærk blæst med strøm"
"675"	"21.08.1928 12:30"	"LJE"	4743,3	10	1256,0	0	"3"	"God"											"mex"
"676"	"30.05.1928 13:00"	"LJE"	4744,6	10	1164,0	0	"2"	"God"											"mex"
"677"	"17.03.1928 12:00"	"LJE"	4744,2	10	1578,0	0	""	"God"											"mex  blæst med strøm"
"678"	"14.01.1928 12:40"	"LJE"	4821,7	10	8730,0	0	""	"God"											"mex"
"679"	"24.10.1927 14:15"	"LJE"	4830,8	10	7915,0	0	""	"God"											"mex"
"680"	"24.10.1927 00:00"	""	4830,8	10	7915,0	0	""	"God"											"mex"
"681"	"15.08.1927 12:00"	"LJE"	4766,6	10	2350,0	0	""	"God"											"mex"
"682"	"11.06.1927 13:30"	"LJE"	4760,6	10	1220,0	6	"2-3"	"God"											"mex"
"683"	"01.04.1927 00:00"	""	4791,0	10	5162,0	0	""	"God"											"mex"
"684"	"21.01.1927 00:00"	""	4787,0	10	4860,0	0	""	"God"											"mex"
"685"	"08.12.1926 00:00"	""	4770,0	10	2974,0	0	""	"God"											"mex"
"686"	"17.09.1926 00:00"	""	4757,1	10	1290,0	0	"3"	"God"											"mex"
"687"	"22.07.1926 00:00"	""	4742,7	10	1406,0	0	""	"God"											"mex"
"688"	"12.07.1926 00:00"	""	4741,2	10	1375,0	0	""	"God"											"grødeskæring, mex"
"689"	"07.04.1926 00:00"	""	4740,7	10	1465,0	0	""	"God"											"mex"
"690"	"17.03.1926 00:00"	""	4744,8	10	1578,0	0	""	"God"											"mex"
"691"	"28.01.1926 00:00"	""	4800,3	10	6777,0	0	""	"God"											"mex"
"692"	"15.10.1923 00:00"	"JH"	4805,0	10	5162,0	0	""	""			0,99				1,16				"Vandstandsbrædt fikseret, skala ændret af mex"
"693"	"21.07.1923 00:00"	"JH"	4740,6	10	882,0	0	""	""	6,25		0,34				0,73				"Grøden slået for nylig, skala ændret af mex"
"694"	"27.03.1923 00:00"	"JH"	4757,1	10	2140,0	0	""	""			0,54				0,99				"Grøden i vækst, skala ændret af mex"
"695"	"20.12.1922 00:00"	"JH"	4781,2	10	3408,0	0	"0"	""	0,00		0,79				0,99				"Fiksering foretaget, skala ændret af mex"
"696"	"07.10.1922 00:00"	""	4773,3	10	2110,0	0	""	""	6,58		0,70				0,71				"skala ændret af mex"
"697"	"04.04.1922 00:00"	""	4743,9	10	1324,0	0	""	""	6,20		0,41				0,91				"skala ændret af mex"
"698"	"21.12.1921 00:00"	""	4774,5	10	2272,0	0	""	""	6,50		0,60				1,01				"skala ændret af mex"
"699"	"23.10.1921 00:00"	"JH"	4766,8	10	1244,0	0	"0"	""			0,50				0,69				"Meget regn mellem den 22. og den 23. oktober, skala ændret a"
"700"	"22.10.1921 00:00"	"JH"	4754,6	10	781,0	0	""	""	5,70		0,40				0,61				"Meget lidt grøde, skala ændret af mex"
"701"	"15.08.1921 12:30"	""	4764,6	10	1320,0	0	""	""	6,40		0,47				0,75				"Fiksering foretaget igen, skala ændret af mex"
"702"	"20.05.1921 06:00"	""	4766,4	10	861,0	0	""	""	6,55		0,49				0,49				"Vandstandsbrædt har været rykket op, skala ændret af mex"
